Mod:Item:MetaData, Localized Name
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:gtplug, Gregtech Plug
libvulpes:productdust:0, Dilithium Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, Dilithium Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, Dilithium Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:launchpad, Launch Pad
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:structuretower, Structure Tower
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Liquid Fueled Engine
advancedrocketry:advrocketmotor, Advanced Rocket Engine
advancedrocketry:fueltank, Liquid Fuel Tank
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:quartzcrucible, Quartz Crucible
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:alienwood, Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:observatory, Observatory
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:concrete, Concrete
advancedrocketry:planetselector, Planet Selector
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:lathe, Lathe
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, Docking Pad
advancedrocketry:warpcore, Warp Core
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:geode, Geode Block
advancedrocketry:oxygenfluid, Oxygen
advancedrocketry:hydrogenfluid, Hydrogen
advancedrocketry:rocketfuel, Rocket Fuel
advancedrocketry:nitrogenfluid, Nitrogen
advancedrocketry:enrichedlavafluid, Enriched Lava Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:drill, Drill
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:intake, Gas Intake
advancedrocketry:circlelight, Station Light
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:railgun, Railgun
advancedrocketry:astrobed, tile.astroBed.name
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:blocklens, Lens
advancedrocketry:forcefield, Force Field
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:beacon, Beacon
advancedrocketry:planks, Lightwood planks
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:wirelesstransciever, Wireless Transceiver
advancedrocketry:blockpump, Fluid Pump
advancedrocketry:centrifuge, Centrifuge
advancedrocketry:basalt, Basalt
advancedrocketry:landingfloat, Landing Float
advancedrocketry:gravitymachine, Area Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
advancedrocketry:productrod:0, Titanium Aluminide Rod
advancedrocketry:productrod:1, Titanium Iridium Alloy Rod
advancedrocketry:productsheet:0, Titanium Aluminide Sheet
advancedrocketry:productsheet:1, Titanium Iridium Alloy Sheet
advancedrocketry:productgear:0, Titanium Aluminide Gear
advancedrocketry:productgear:1, Titanium Iridium Alloy Gear
advancedrocketry:metal0:0, Titanium Aluminide Block
advancedrocketry:metal0:1, Titanium Iridium Alloy Block
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
chisel:basalt:1, Basalt
chisel:basalt:2, Basalt
chisel:basalt:3, Basalt
chisel:basalt:4, Basalt
chisel:basalt:5, Basalt
chisel:basalt:6, Basalt
chisel:basalt:7, Basalt
chisel:basalt:8, Basalt
chisel:basalt:9, Basalt
chisel:basalt:10, Basalt
chisel:basalt:11, Basalt
chisel:basalt:12, Basalt
chisel:basalt:13, Basalt
chisel:basalt:14, Basalt
chisel:basalt:15, Basalt
chisel:basalt1:0, Basalt
chisel:basalt1:1, Basalt
chisel:basalt1:2, Basalt
chisel:basalt1:3, Basalt
chisel:basalt1:4, Basalt
chisel:basalt1:5, Basalt
chisel:basalt1:6, Basalt
chisel:basalt1:7, Basalt
chisel:basalt1:8, Basalt
chisel:basalt1:9, Basalt
chisel:basalt2:0, Basalt
chisel:basalt2:1, Basalt
chisel:basalt2:2, Basalt
chisel:basalt2:3, Basalt
chisel:basalt2:4, Basalt
chisel:basalt2:5, Basalt
chisel:basalt2:6, Basalt
chisel:basalt2:7, Basalt
chisel:bookshelf_oak:0, Oak Bookshelf
chisel:bookshelf_oak:1, Oak Bookshelf
chisel:bookshelf_oak:2, Oak Bookshelf
chisel:bookshelf_oak:3, Oak Bookshelf
chisel:bookshelf_oak:4, Oak Bookshelf
chisel:bookshelf_oak:5, Oak Bookshelf
chisel:bookshelf_oak:6, Oak Bookshelf
chisel:bookshelf_oak:7, Oak Bookshelf
chisel:bookshelf_oak:8, Oak Bookshelf
chisel:bookshelf_oak:9, Oak Bookshelf
chisel:bookshelf_spruce:0, Spruce Bookshelf
chisel:bookshelf_spruce:1, Spruce Bookshelf
chisel:bookshelf_spruce:2, Spruce Bookshelf
chisel:bookshelf_spruce:3, Spruce Bookshelf
chisel:bookshelf_spruce:4, Spruce Bookshelf
chisel:bookshelf_spruce:5, Spruce Bookshelf
chisel:bookshelf_spruce:6, Spruce Bookshelf
chisel:bookshelf_spruce:7, Spruce Bookshelf
chisel:bookshelf_spruce:8, Spruce Bookshelf
chisel:bookshelf_spruce:9, Spruce Bookshelf
chisel:bookshelf_birch:0, Birch Bookshelf
chisel:bookshelf_birch:1, Birch Bookshelf
chisel:bookshelf_birch:2, Birch Bookshelf
chisel:bookshelf_birch:3, Birch Bookshelf
chisel:bookshelf_birch:4, Birch Bookshelf
chisel:bookshelf_birch:5, Birch Bookshelf
chisel:bookshelf_birch:6, Birch Bookshelf
chisel:bookshelf_birch:7, Birch Bookshelf
chisel:bookshelf_birch:8, Birch Bookshelf
chisel:bookshelf_birch:9, Birch Bookshelf
chisel:bookshelf_jungle:0, Jungle Bookshelf
chisel:bookshelf_jungle:1, Jungle Bookshelf
chisel:bookshelf_jungle:2, Jungle Bookshelf
